measure_id,state_id,quarter_id,net_change
6: Net Internal Migration,5: Western Australia,2011-Q1,2038.0
6: Net Internal Migration,5: Western Australia,2011-Q2,2041.0
6: Net Internal Migration,5: Western Australia,2011-Q3,1444.0
6: Net Internal Migration,5: Western Australia,2011-Q4,2137.0
6: Net Internal Migration,5: Western Australia,2012-Q1,2672.0
6: Net Internal Migration,5: Western Australia,2012-Q2,2356.0
6: Net Internal Migration,5: Western Australia,2012-Q3,1484.0
6: Net Internal Migration,5: Western Australia,2012-Q4,1592.0
6: Net Internal Migration,5: Western Australia,2013-Q1,1601.0
6: Net Internal Migration,5: Western Australia,2013-Q2,999.0
6: Net Internal Migration,5: Western Australia,2013-Q3,-32.0
6: Net Internal Migration,5: Western Australia,2013-Q4,-459.0
6: Net Internal Migration,5: Western Australia,2014-Q1,-570.0
6: Net Internal Migration,5: Western Australia,2014-Q2,-663.0
6: Net Internal Migration,5: Western Australia,2014-Q3,-696.0
6: Net Internal Migration,5: Western Australia,2014-Q4,-1058.0
6: Net Internal Migration,5: Western Australia,2015-Q1,-1188.0
6: Net Internal Migration,5: Western Australia,2015-Q2,-1336.0
6: Net Internal Migration,5: Western Australia,2015-Q3,-1425.0
6: Net Internal Migration,5: Western Australia,2015-Q4,-2651.0
6: Net Internal Migration,5: Western Australia,2016-Q1,-2511.0
6: Net Internal Migration,5: Western Australia,2016-Q2,-3423.0
6: Net Internal Migration,5: Western Australia,2016-Q3,-2886.0
6: Net Internal Migration,5: Western Australia,2016-Q4,-4313.0
6: Net Internal Migration,5: Western Australia,2017-Q1,-3398.0
6: Net Internal Migration,5: Western Australia,2017-Q2,-3337.0
6: Net Internal Migration,5: Western Australia,2017-Q3,-2740.0
6: Net Internal Migration,5: Western Australia,2017-Q4,-3343.0
6: Net Internal Migration,5: Western Australia,2018-Q1,-2620.0
6: Net Internal Migration,5: Western Australia,2018-Q2,-2597.0
6: Net Internal Migration,5: Western Australia,2018-Q3,-1744.0
6: Net Internal Migration,5: Western Australia,2018-Q4,-2542.0
6: Net Internal Migration,5: Western Australia,2019-Q1,-1142.0
6: Net Internal Migration,5: Western Australia,2019-Q2,-1023.0
6: Net Internal Migration,5: Western Australia,2019-Q3,-946.0
6: Net Internal Migration,5: Western Australia,2019-Q4,-1013.0
6: Net Internal Migration,5: Western Australia,2020-Q1,-224.0
6: Net Internal Migration,5: Western Australia,2020-Q2,-227.0
6: Net Internal Migration,5: Western Australia,2020-Q3,853.0
6: Net Internal Migration,5: Western Australia,2020-Q4,1733.0
6: Net Internal Migration,5: Western Australia,2021-Q1,2092.0
6: Net Internal Migration,5: Western Australia,2021-Q2,673.0
6: Net Internal Migration,5: Western Australia,2021-Q3,1553.0
6: Net Internal Migration,5: Western Australia,2021-Q4,4970.0
6: Net Internal Migration,5: Western Australia,2022-Q1,2375.0
9: Net Overseas Migration,7: Northern Territory,1981-Q2,400.0
9: Net Overseas Migration,7: Northern Territory,1981-Q3,279.0
9: Net Overseas Migration,7: Northern Territory,1981-Q4,416.0
9: Net Overseas Migration,7: Northern Territory,1982-Q1,215.0
9: Net Overseas Migration,7: Northern Territory,1982-Q2,273.0
9: Net Overseas Migration,7: Northern Territory,1982-Q3,93.0
9: Net Overseas Migration,7: Northern Territory,1982-Q4,22.0
9: Net Overseas Migration,7: Northern Territory,1983-Q1,244.0
9: Net Overseas Migration,7: Northern Territory,1983-Q2,123.0
9: Net Overseas Migration,7: Northern Territory,1983-Q3,432.0
9: Net Overseas Migration,7: Northern Territory,1983-Q4,16.0
9: Net Overseas Migration,7: Northern Territory,1984-Q1,87.0
9: Net Overseas Migration,7: Northern Territory,1984-Q2,297.0
9: Net Overseas Migration,7: Northern Territory,1984-Q3,242.0
9: Net Overseas Migration,7: Northern Territory,1984-Q4,140.0
9: Net Overseas Migration,7: Northern Territory,1985-Q1,350.0
9: Net Overseas Migration,7: Northern Territory,1985-Q2,324.0
9: Net Overseas Migration,7: Northern Territory,1985-Q3,386.0
9: Net Overseas Migration,7: Northern Territory,1985-Q4,225.0
9: Net Overseas Migration,7: Northern Territory,1986-Q1,267.0
9: Net Overseas Migration,7: Northern Territory,1986-Q2,327.0
9: Net Overseas Migration,7: Northern Territory,1986-Q3,278.0
9: Net Overseas Migration,7: Northern Territory,1986-Q4,185.0
9: Net Overseas Migration,7: Northern Territory,1987-Q1,315.0
9: Net Overseas Migration,7: Northern Territory,1987-Q2,244.0
9: Net Overseas Migration,7: Northern Territory,1987-Q3,330.0
9: Net Overseas Migration,7: Northern Territory,1987-Q4,98.0
9: Net Overseas Migration,7: Northern Territory,1988-Q1,356.0
9: Net Overseas Migration,7: Northern Territory,1988-Q2,243.0
9: Net Overseas Migration,7: Northern Territory,1988-Q3,316.0
9: Net Overseas Migration,7: Northern Territory,1988-Q4,168.0
9: Net Overseas Migration,7: Northern Territory,1989-Q1,382.0
9: Net Overseas Migration,7: Northern Territory,1989-Q2,78.0
9: Net Overseas Migration,7: Northern Territory,1989-Q3,266.0
9: Net Overseas Migration,7: Northern Territory,1989-Q4,106.0
9: Net Overseas Migration,7: Northern Territory,1990-Q1,280.0
9: Net Overseas Migration,7: Northern Territory,1990-Q2,266.0
9: Net Overseas Migration,7: Northern Territory,1990-Q3,268.0
9: Net Overseas Migration,7: Northern Territory,1990-Q4,28.0
9: Net Overseas Migration,7: Northern Territory,1991-Q1,215.0
9: Net Overseas Migration,7: Northern Territory,1991-Q2,110.0
9: Net Overseas Migration,7: Northern Territory,1991-Q3,210.0
9: Net Overseas Migration,7: Northern Territory,1991-Q4,-130.0
9: Net Overseas Migration,7: Northern Territory,1992-Q1,160.0
9: Net Overseas Migration,7: Northern Territory,1992-Q2,-76.0
9: Net Overseas Migration,7: Northern Territory,1992-Q3,81.0
9: Net Overseas Migration,7: Northern Territory,1992-Q4,-86.0
9: Net Overseas Migration,7: Northern Territory,1993-Q1,100.0
9: Net Overseas Migration,7: Northern Territory,1993-Q2,-51.0
9: Net Overseas Migration,7: Northern Territory,1993-Q3,116.0
9: Net Overseas Migration,7: Northern Territory,1993-Q4,-57.0
9: Net Overseas Migration,7: Northern Territory,1994-Q1,78.0
9: Net Overseas Migration,7: Northern Territory,1994-Q2,58.0
9: Net Overseas Migration,7: Northern Territory,1994-Q3,265.0
9: Net Overseas Migration,7: Northern Territory,1994-Q4,-86.0
9: Net Overseas Migration,7: Northern Territory,1995-Q1,117.0
9: Net Overseas Migration,7: Northern Territory,1995-Q2,171.0
9: Net Overseas Migration,7: Northern Territory,1995-Q3,238.0
9: Net Overseas Migration,7: Northern Territory,1995-Q4,146.0
9: Net Overseas Migration,7: Northern Territory,1996-Q1,61.0
9: Net Overseas Migration,7: Northern Territory,1996-Q2,124.0
9: Net Overseas Migration,7: Northern Territory,1996-Q3,321.0
9: Net Overseas Migration,7: Northern Territory,1996-Q4,67.0
9: Net Overseas Migration,7: Northern Territory,1997-Q1,125.0
9: Net Overseas Migration,7: Northern Territory,1997-Q2,28.0
9: Net Overseas Migration,7: Northern Territory,1997-Q3,262.0
9: Net Overseas Migration,7: Northern Territory,1997-Q4,-2.0
9: Net Overseas Migration,7: Northern Territory,1998-Q1,191.0
9: Net Overseas Migration,7: Northern Territory,1998-Q2,109.0
9: Net Overseas Migration,7: Northern Territory,1998-Q3,167.0
9: Net Overseas Migration,7: Northern Territory,1998-Q4,374.0
9: Net Overseas Migration,7: Northern Territory,1999-Q1,218.0
9: Net Overseas Migration,7: Northern Territory,1999-Q2,247.0
9: Net Overseas Migration,7: Northern Territory,1999-Q3,429.0
9: Net Overseas Migration,7: Northern Territory,1999-Q4,173.0
9: Net Overseas Migration,7: Northern Territory,2000-Q1,178.0
9: Net Overseas Migration,7: Northern Territory,2000-Q2,162.0
9: Net Overseas Migration,7: Northern Territory,2000-Q3,279.0
9: Net Overseas Migration,7: Northern Territory,2000-Q4,81.0
9: Net Overseas Migration,7: Northern Territory,2001-Q1,240.0
9: Net Overseas Migration,7: Northern Territory,2001-Q2,278.0
9: Net Overseas Migration,7: Northern Territory,2001-Q3,217.0
9: Net Overseas Migration,7: Northern Territory,2001-Q4,61.0
9: Net Overseas Migration,7: Northern Territory,2002-Q1,296.0
9: Net Overseas Migration,7: Northern Territory,2002-Q2,81.0
9: Net Overseas Migration,7: Northern Territory,2002-Q3,192.0
9: Net Overseas Migration,7: Northern Territory,2002-Q4,-161.0
9: Net Overseas Migration,7: Northern Territory,2003-Q1,-13.0
9: Net Overseas Migration,7: Northern Territory,2003-Q2,307.0
9: Net Overseas Migration,7: Northern Territory,2003-Q3,266.0
9: Net Overseas Migration,7: Northern Territory,2003-Q4,4.0
9: Net Overseas Migration,7: Northern Territory,2004-Q1,226.0
9: Net Overseas Migration,7: Northern Territory,2004-Q2,152.0
9: Net Overseas Migration,7: Northern Territory,2004-Q3,464.0
9: Net Overseas Migration,7: Northern Territory,2004-Q4,80.0
9: Net Overseas Migration,7: Northern Territory,2005-Q1,272.0
9: Net Overseas Migration,7: Northern Territory,2005-Q2,188.0
9: Net Overseas Migration,7: Northern Territory,2005-Q3,365.0
9: Net Overseas Migration,7: Northern Territory,2005-Q4,262.0
9: Net Overseas Migration,7: Northern Territory,2006-Q1,768.0
9: Net Overseas Migration,7: Northern Territory,2006-Q2,496.0
9: Net Overseas Migration,7: Northern Territory,2006-Q3,231.0
9: Net Overseas Migration,7: Northern Territory,2006-Q4,25.0
9: Net Overseas Migration,7: Northern Territory,2007-Q1,477.0
9: Net Overseas Migration,7: Northern Territory,2007-Q2,420.0
9: Net Overseas Migration,7: Northern Territory,2007-Q3,266.0
9: Net Overseas Migration,7: Northern Territory,2007-Q4,214.0
9: Net Overseas Migration,7: Northern Territory,2008-Q1,483.0
9: Net Overseas Migration,7: Northern Territory,2008-Q2,660.0
9: Net Overseas Migration,7: Northern Territory,2008-Q3,505.0
9: Net Overseas Migration,7: Northern Territory,2008-Q4,322.0
9: Net Overseas Migration,7: Northern Territory,2009-Q1,447.0
9: Net Overseas Migration,7: Northern Territory,2009-Q2,825.0
9: Net Overseas Migration,7: Northern Territory,2009-Q3,374.0
9: Net Overseas Migration,7: Northern Territory,2009-Q4,44.0
9: Net Overseas Migration,7: Northern Territory,2010-Q1,339.0
9: Net Overseas Migration,7: Northern Territory,2010-Q2,474.0
9: Net Overseas Migration,7: Northern Territory,2010-Q3,247.0
9: Net Overseas Migration,7: Northern Territory,2010-Q4,27.0
9: Net Overseas Migration,7: Northern Territory,2011-Q1,271.0
9: Net Overseas Migration,7: Northern Territory,2011-Q2,555.0
9: Net Overseas Migration,7: Northern Territory,2011-Q3,781.0
9: Net Overseas Migration,7: Northern Territory,2011-Q4,462.0
9: Net Overseas Migration,7: Northern Territory,2012-Q1,1119.0
9: Net Overseas Migration,7: Northern Territory,2012-Q2,964.0
9: Net Overseas Migration,7: Northern Territory,2012-Q3,1097.0
9: Net Overseas Migration,7: Northern Territory,2012-Q4,939.0
9: Net Overseas Migration,7: Northern Territory,2013-Q1,1169.0
9: Net Overseas Migration,7: Northern Territory,2013-Q2,1149.0
9: Net Overseas Migration,7: Northern Territory,2013-Q3,425.0
9: Net Overseas Migration,7: Northern Territory,2013-Q4,450.0
9: Net Overseas Migration,7: Northern Territory,2014-Q1,645.0
9: Net Overseas Migration,7: Northern Territory,2014-Q2,232.0
9: Net Overseas Migration,7: Northern Territory,2014-Q3,236.0
